comment,sentiment
Mes chers je doit admettre que celui ci est un vrais adresse italien pour une vrais pizza. Le resto est miniscule et ça ressemble un peu a une cantine. Mais on y va pour la qualité des pizza!!!! Ils faut faire la queue et attendre...Plus,Positive
Un pur bonheur certes il faut être patient pour avoir une table (on est a paris)mais quels délices de poissons frais comme la salade de poulpes le fish and chips même la petite soupe que j'ai eu en entrée merci pour cette évasion,Positive
C'est mon deuxième séjour à Paul Chene. Foie gras poêlé avec la Paul Chêne Orange Cognac spiritueux est exquise comme d'habitude. Le personnel est sympathique. Nous avons passé un bon moment. Vous voir l'année prochaine !,Positive
Lors de notre arrivée on nous informe qu'on nous a baissé notre réduction de 30% à 20% à cause de notre retard de 5min. On a décidé de partir et ma compagne un peu sensibilisée s'est mise à pleurer. J'ai juste demandé une serviette mais...Plus,Negative
Ma femme et moi sommes allés à Epicure pour le déjeuner et nous n'avons pas été déçus. La nourriture étaient soufflant de l'esprit et le service est l'un des meilleurs même pour un 3 étoiles Michelin restaurant. Les serveurs sont très sympa information et professionnel....Plus,Positive
Tres bon burger cuisson parfaite! Je recommande! La viande est excellente et les pains sont aériens et croustillants. Bref très bon moment avec un très bon service.,Positive
"Je suis en couple avec une japonaise depuis 2002. Je connais bien la nourriture de ce pays aussi bien en mode ""maison"" que restaurant. Justifications obligatoires pour que l'on comprenne bien que nous y avons été sans appréhension. Nous n'avons pas pris de sushi ni...Plus",Negative
Une cuisine très raffinée au top un service de haute qualité parfaitun cadre historique la perfection est proche.,Positive
Excellente pizzas pâte parfaite garniture d une fraîcheur et qualité qui m'étais jusque là inconnue. Prix plus que correct qui plus est avec une boisson offerte. Seul point négatif le lieu est trop réduit pour y manger confortablement sur place. Une place parmis les meilleurs...Plus,Positive
A recommander et très bon accueil Des burgers délicieux dans un cadre très sympa Serveurs accueillants et aimables Top!,Positive
Petit restaurant très agréable. Nous avons pris le menu découverte et il a été au dessus de nos espérances. Inspiration asiatique et française tous nos mets étaient plus délicieux les uns que les autres. Je recommande ++,Positive
D'une part une excellente cuisine  raffinée qui reste simple et d'autre part un service délicat  attentionné et un personnel adorable font de ce restaurant un vrai moment de plaisir. Il est plaisant de voir que certains continuent à atteindre l'excellence avec le goût...Plus,Positive
A part la carte on se croirait en Inde ou en Indonésie Ce restaurant n'est plus que la pâle copie de ce qu'il a été. service fast food à des prix qui sont restés ceux de l'époque révolue de l'excellence decerestaurant Trèstrèsdécevant C'est devenu un...Plus,Negative
Si vous envisagez d'aller ensuite faire cela vous ne serez pas déçus ! De l'arrivée au départ vous sont traités comme des rois. La nourriture est fantastique et il y en a tellement nombreux parcours vous ne serez pas votre faim. Les boissons sont chères...Plus,Positive
A lire tous ces avis dityrambiques nous avons mon épouse et moi l'impression de ne pas avoir mangé dans le même restaurant. Lorsque l'entrée se limite à un oeuf mayonnaise ou une maigre salade accompagnée de 3 petits foies de volaille insipides en dessert un...Plus,Negative
Un moment d'exceptionnous avons pris le menu déjeuner à 110 euros et ça les vaut amplement et j'ai même envie de dire que vu la qualité c'est presque bon marchétout était parfait des amuses bouches aux dessert sauf peut être un dessert aux figues un...Plus,Positive
Dinner en terrasse avec des mais avec vue sur la tour Eiffel. Coin un peu confidentiel . menu à 34 euros Tres bien ( je conseille les gambas) Amuse bouche avec aperitif prennes la vodka concombre) Service impeccable . souriant  sympa. C'est pas donné...Plus,Positive
Je suis un habitué des grandes tables en France et a l'étranger la semaine dernière je suis allé diner lundi soir chez Gagnaire et la déception a été de taille. Homard en entrée avec une bisque imangeable ( bisque chaude pêche et glace a la...Plus,Negative
Après un accueil sympa en bas les choses se gâtent avec la commande l'apéritif: pas possible d'avoir un T-Punch la carte des cocktails finit par apparaitre champagne honnête sans plus margarita bof. Foie gras sans grande personnalité homard un poil trop salé (remarques faites à...Plus,Negative
Venu pour fêter l'anniversaire de ma sœur avec des amis réservé longtemps à l'avance (réservation très difficile d'ailleurs car leur niveau de Français est minimal) quelle ne fut pas ma surprise quand à l'heure fatidique le serveur nous a annoncé que ma réservation avait été...Plus,Negative
Situe a l'intérieur du magnifique palace du George V le cadre est somptueux les mets très fins et savoureux sont vraiment à la hauteur des étoiles Michelin le service est parfait également. Aucun faux pas nous avons passé une soirée très très agréable. Merci,Positive
très bon restau dans notre quartier  il faut réserver la salle n'est pas très grande . ouvert en semaine seulement .,Positive
Conseillés pour se rendre dans cette nouvelle adresse parisienne nous avons été très agréablement surpris. La salle est très intimiste à la décoration moderne et épurée. La carte offre deux choix entre menus à 6 et 8 temps pour un tarif vraiment intéressant. Les menus...Plus,Positive
"J'ai été extrêmement déçue par le sérieux du restaurant ""Chez Ann"". Nous avions réservé pour 11 personnes à l'occasion d'un anniversaire. La réservation était à 20h30 mais notre table avait déjà été donnée à quatre personnes. Nous avons donc patienté plus d'une heure avant de...Plus",Negative
Le décor est plus qu'agréable au pied du sacré cœur dans une ruelle très charmante. Le restaurant est petit mais bon nous y rentrons quand même. Le décor est moyen. Le service est au démarrage agréable mais par la suite ça se complique un peu...Plus,Negative
Il ne pouvait pas être plus parfait peut-être même s'ils faisaient ! Nous sommes allés au des truffes noires et c'était absolument fantastique ! Le service était très discret et exactement ce que l'on peut attendre d'un restaurant de grande qualité. C'est Paris gastronomie par...Plus,Positive
nous y avons été plusieurs foisc'était super mais le 17 03 2012 le repas fut minable. Les coquillages et le hareng restent fidèles à l image du restaurant mais le reste...Le foie gras poellé brulé quant à l'épaule d'agneau confite elle était brulée craméeratéeimmangeable.De plusle...Plus,Negative
Dîner en deuxième partie de soirée après un théâtre. Service très moyen plats de bonnes qualités mais prix excessif . On a pu apprécier que ratatouille n'est pas qu'un film on a mangé avec une souri qui nous a accompagné à un mètre de notre...Plus,Negative
Situé près de la place des Vosges ce restaurant permet de passer une agréable soirée. Accueil chaleureux service rapide plats simples et savoureux. De la cuisine comme on en voudrait plus souvent,Positive
Nous cherchions un restaurant raffiné nous n’avons pas été déçu. Restaurant très bon et original qui propose un menu en 6 services dont les portions sont adaptés et les saveurs travaillées. Il y a également les plats à la carte. Accueil très agréable et chaleureux...Plus,Positive
Tres belle soiree d anniversaire entre amis. Repas excellent. Cuisine raffinée pleine de saveurs. Acceuil chaleureux de Cathy et de toute son equipe Je recommende fortement,Positive
"Ce n'est pas la première fois occasionnellement tout pour nous faire plaisir de l'entrée jusqu'au dessert le gigot ""agneau de lait "" que de l'amour merci aux maîtres d'hôtes et la brigade tout le monde était très classe nous reviendrons nos amitiés et un grand...Plus",Positive
Passé l'accueil où l'on tente de vous adjuger la table placée près de la porte des cuisines l'on étudie la salle décorée par Jacques Garcia dans le goût fumoir de la troisième république (papier peint gaufré imitation cuir de Cordoue et sièges chinoisants) que démentent...Plus,Positive
Le service et la qualité de la nourriture goûtez fraîcheur design. . . . Vraiment parfait. . . Un peu cher mais bon rapport qualité/prix. . Merci à l'ensemble. . .Plus,Positive
Situé dans le 13 eme arrondissement de paris le lieu est simple et épuré et la cuisine y est très bonne (spécialité burger et viande). La viande est de très bonne qualité tout comme les pains a burger. Les quantités permettent de ne pas rester...Plus,Positive
Épicuriens que nous sommes mon amie et moi-même avons souhaité nous rendre dans ce restaurant de renom afin de bien débuter une journée dominicale ensoleillée. Dès l'entrée l'endroit est soigné l'accueil y est très prévenant et chaleureux. Tout est fait pour que nous nous sentions...Plus,Positive
ce restaurant est une pépite: la cuisine est une véritable création le service est parfait la fusion cuisine japonaise et francaise est une merveille d'originalité la décoration est splendide sans être ostentatoire Seul regret nous vivons trop loin de ce magnifique endroit pour y aller...Plus,Positive
Comme pour un autre restaurant sur Paris que j'ai commenté comment un si beau lieu à l'intérieur peut avoir une façade si quelconque ! En dehors de cela aucune critique négative un vrai plaisir des sens…..,Positive
Nous avons choisi le menu avec 5 plats pour 60€. TOUT ETAIT EXCELLENT ET INCONNU. Le voyage culinaire s'est excellemment bien déroulé. JE RECOMMANDE FORTEMENT !,Positive
